Company Name,Address,City,Phone,Website
Radio Suara Akbar. PT (Akbar FM),"JL. Trunojoyo 56, Jember - East Java, JEMBER",,+62 331 425 638,http://www.suaraakbar.com/
Radio Fast FM Magelang,"JL. KH Hasyim Ashari 7, Central Java, ",Magelang,+62 293 551 0550,http://www.fast-fm.com
Radio Swara Mercurius Kencana. PT (Radio Mercurius TOP FM),"JL. Pengayoman - Komp. Taman Permatasari TPS IV No.5, Makasar - South Sulawesi, ",Makassar,+62 411 441 717,http://www.mercuriustopfm.com
Radio Pariwisata Senaputra. PT (SenaputraFM),"JL.Kahuripan, East Java 65111, ",Malang,+62 341 364 093,http://senaputra.net76.net
Radio Chakra Bhuwana. PT,"JL.Simpang Aluminium 12, East Java 65122, ",Malang,+62 341 491 892,http://rcbfm.net/
 Radio Bharata Rasihima. PT,"JL. Nikel II Blok A 21/18, Makasar - South Sulawesi, ",Makassar,+62 411 432 676,http://radiobharata.com
Radio Swara Teladan Anugrah. PT,"JL. Pendidikan No. 62 Komp. Perguruan Teladan, North Sumatra, 20126, ",Medan,+62 61 846 4447,http://puskom.amikmbp.ac.id/~08320097/radioteladanfm/?page=5
Radio Indah Bahagia Ceria. PT,"JL. Brotojoyo V 60, Semarang-Central Java 50171, ",Semarang,+62 24 352 2729,http://www.ibcfm.co.id
Radio Star Wibawa Anugrah. PT,"JL.Urip Sumoharjo 12A, Pasuruan-East Java 67156, ",Pasuruan,+62 343 637 575,http://www.radiostarfm.com
Radio Suara Mahameru . PT,"JL. Banjaran II/29, East Java 64124, ",Kediri,+62 354 682 318,http://www.mahamerufm.com
Radio Tiara Gempita Buana. PT (Radio Trijaya FM),"JL. Hang Jebat No. 12, Pelembang - South Sumatera, ",Palembang,+62 711 31 6070,http://www.trijayafmplg.net
Radio Harbos FM Pati,59116,,+62 295 386 002,http://www.radioharbosfm.com
Radio Genta Bawana Sakti FM. PT (GBS FM),"JL.Puncak Lijen 88 Banyuwangi - East Java, BANYUWANGI",,+62 333 410 539,http://www.radiogbs.com
Radio Suara Besuki Indah. PT (SBI FM),"JL. Raya Besuki 56 Kota Timur, Situbondo-East Java 68356",,+62 338 891 833,https://sites.google.com/site/radiosbi903fm/
Radio Istakalisa FM,"JL. Kalisahak 28, ",Yogyakarta,+62 274 555 031,http://www.istakalisa.com
Ruby on Rails Outsourcing Company,"JL Karapitan No.100, ",Bandung,+62-22-6006222,http://kiranatama.com
Rintis Sejahtera PT,"Jl Jend Sudirman Kav 22-23 Wisma BCA Lt 10,Karet,Setia Budi, ",Jakarta,021 5208776,http://www.primacom.co.id
Ramboll Telcom Indonesia PT,"Jl Jend Gatot Subroto Kav 9-11 Menara Mulia Lt 17,Karet Semanggi,Setia Budi, ",Jakarta,021 52920754,http://www.ramboll.co.th
Radio Pragola Pati. (Pragola FM),"JL. Raya Banyu Urip km 3, Pati-Central Java",,+62 295 382 990,http://www.pragolafm.com
Radio Nada FM Madura. PT,"JL. KH. Mansyur 65 A, Sumenep-East Java 69411",,+62 328 672 161,http://nadafm.tripod.com
Radio Nusa Siar Abadi. PT,"JL. Trunojoyo 295 Gedungan, Sumenep-Wast Java",,+62 328 664 829,http://radionusa.wordpress.com
Radio Prosaliriknada. PT (Prosalina FM),JL.Karimata 98 Jember - East Java 68121,,+62 331 330 715,http://www.prosalinaradio.com
Radio Genta Bawani Sakti. PT (GBS FM),"JL. Puncak Lijen 88, Banyuwangi - East Java 68432",,+62 333 410 539,http://www.radiogbs.com/
Radio Genta Bawana Sakti FM. PT (GBS FM),JL.Puncak Lijen 88 Banyuwangi - East Java,,+62 333 410 539,http://www.radiogbs.com
Radio Mitra Caraka Informasi Beragam. PT (Mitra FM),"JL. Teuku Umar 78, Magetan - East Java 63383",,+62 351 498 766,http://www.mitrafm.net/
Radio Gema Suara Makmur. PT,"JL. Madegondo 15 Kartasura, Sukoharjo - Central Java 57192",,+62 271 626 669,http://www.gsmfm.com
Radio Swara Gadjah Mada. PT (Swaragama FM),"JL. Bulaksumur Blok H no. 5, ",Yogyakarta,+62 274 549 515,http://www.Swaragama.com
Radio Anna Ibnu Kholi. PT (Radio Amanna FM),"JL. Halim Perdana Kusuma 15, Bangkalan - East Java 69116",,+62 31 309 2745,http://amannafm.com/
Radio Kirana Indah Sentra Suara. PT (KISS FM ),"JL. Arowana 75 Kaliwates, Jember - East Java",,+62 331 424 055,http://kissfmjember.com/
Radio Prosa Lirik Nada. PT (Radio Prosalina FM),"JL. Karimata No. 98, Jember - East Java 68121",,+62 331 330 715,http://www.prosalinaradio.com
Radio Suara Mandala. PT (Mandala FM),"JL. Jaksa Agung Suprapto 35, Banyuwangi - East Java 68416",,+62 333 423 743,http://www.mandalafm.com/
Radio Kirana Indah Sentrasvara. PT (KISS FM),JL.Arowana No.75 Jember - East Java,,+62 331 424 055,http://kissfmjember.com
Radio Nada FM Madura. PT,"JL. KH. Mansyur 65 A, Sumenep-East Java 69411, SUMENEP",,+62 328 672 161,http://nadafm.tripod.com
Radio Gitanada Ekasapta. PT (Gita FM),"jl.Irian Jaya IV No.10 Tebuireng, Jombang - East Java 61471",,+62 321 561 3002,http://gitafm.co.cc/
Solo Radio,"JL. Menteri Supeno 6, Surakarta - Central Java 57139, SOLO",,+62 271 731 341,http://soloradio.fm/about-2/contact-us/
Radio Rodja 756am,"JL.Pahlawan Kp Tengah Rt . 03 Rw. 03 Cileungsi – Bogor 16820, ",Bogor,+62 21 823 3661,http://www.radiorodja.com
Radio Nusa Siar Abadi. PT,"JL. Trunojoyo 295 Gedungan, Sumenep-Wast Java, SUMENEP",,+62 328 664 829,http://radionusa.wordpress.com
Radio Pemerintah Kabupaten Pangkep. PT (Radio Torani FM),"JL. Sultan Hasanuddin no.3, Pangkajene, Ujung Pandang - South Sulawesi, ",Makassar,+62 410 323 905,http://toranifmpangkep.com
Aneka Spring Telekomindo PT,"Jl Pintu Air Raya 2 A-F,Pasar Baru,Sawah Besar, ",Jakarta,021 3867575,http://www.astelnetworks.com
AT & T PT,"Jl Pembangunan II 57,Petojo Utara,Gambir, ",Jakarta,021 63850100,http://www.att.com
Aneka Infokom Tekindo PT Div BCS,"Jl AM Sangaji 22-B,Petojo Utara,Gambir, ",Jakarta,021 6347109,http://www.aneka-infokom.co.id
AmaderMobile.com,Uttara,,+8801730000107,http://www.AmaderMobile.com
ADC Communication,"Jl Kuningan Brt 26 Tifa Bldg Lt 6,Kuningan Barat,Mampang Prapatan, ",Jakarta,021 5200231,http://www.adckrone.com
Alaikassalam Sejahtera PT Radio,"Jl KH Abdullah Syafei 21-A,Bukit Duri,Tebet, ",Jakarta,021 8319214,http://www.rasfmjakarta.com
Abhimata Citra Abadi PT,"Jl KH Mas Mansyur Kav 126 Menara Batavia Lt 24,Karet Tengsin,Tanah Abang, ",Jakarta,021 57930304,http://www.abhimata.co.id
Sinar Eka Selaras. PT - Service Centre Yogya,"JL. Jogonegaran, No.9, ",Yogyakarta,+62 274 924 0886,http://www.ptses.com
Sinar Eka Selaras. PT - Service Centre Bali,"Komplek Agung Raya Kav.19, JL. Teuku Umar, No.200, ",Denpasar,+62 361 960 4279,http://www.ptses.com
Tiara Vibrasindo Pratama PT,"Jl Laks L RE Martadinata 12 BB,Ancol,Pademangan, ",Jakarta,021 6910938,http://www.tiaravib.com
Radio Swara Lombok. PT (Global FM),"JL. Bangau No.15 Cakranegara, West Nusa Tenggara, ",Mataram,+62 370 641 611,http://globalfmlombok.com
RRI Madiun Pro-1,"JL. Mayjen Paitan 10-12, East Java 63133, ",Madiun,,http://www.rrimadiun.net/
Radio Ezha,"JL. Jendral Panjaitan 90-92, Lumajang - East Java",View Map ,+62 334 881 527,http://www.ezharadio.com
Radio Nadafa FM,"JL. Raya Labuan km 29 Ciputri Menes, Pandeglang-Banten 42262, PANDEGLANG",View Map ,+62 253 560 3098,http://www.nadafafm.com/
Radio Millenium Century FM . PT (MC FM),"JL. Raung 47 Genteng, Banyuwangi - East Java",,,http://radiomcfmbanyuwangi.blogspot.com/
Radio Zodiac. PT,"JL. Dharma Husada Indah Utara Blok U-111, East Java 601115, ",Surabaya,+6231 599 3222,http://www.Colorsfm.com
Radio Kampung Gading Unggul. PT (Prambors Radio),"JL. Erlangga Raya 58, Semarang-Central Java, ",Semarang,+62 24 357 4868,http://www.pramborsfm.com
Xerindo Teknologi PT,"Jl Ciputat Raya 21-A,Kebayoran Lama Selatan,Kebayoran Lama, ",Jakarta,021 7204394,http://www.xerindo.com
XL,"Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan 12950, ",Jakarta,62 21 576 1881,http://www.xl.co.id
Usaha Radio Siaran Gema Surya. PT (Gema Surya FM),"JL. Merbabu 67 Ponorogo, Ponorogo - East Java 63411",,+62 352 481 300,http://www.gemasuryafm.com
Indotel Sarana Komunikasi PT,"Jl Gajah Mada 3-5 Perk Duta Merlin Bl E-30/8-9,Petojo Utara,Gambir, ",Jakarta,021 6337741,http://www.eads-telecom.com
Indo Prostera. PT,"JL. HR Rasuna Said Terusan 21, Kuningan Barat, Mampang Prapata, South Jakarta Indo Prostera. PT, Gedung Raudha, 2 Floor, 12710, ",Jakarta,+62 21 5296 0441,http://www.indoprostera.com
Hughes Network System Indonesia,"Jl Jend Sudirman Kav 10-11 Midplaza 2 Lt 22,Karet Tengsin,Tanah Abang, ",Jakarta,021 5720750,http://www.hns.com
Incipna Indonesia PT,"Jl TNI Raya 197 95124, ",Manado,0431-850559,http://www.incipna.com
Hadasah Utama PT,"Jl Boulevard Artha Gading Rukan Artha Gading Niaga Bl E/15-A,Kelapa Gading, ",Jakarta,021 45846100,http://www.hadasahutama.co.id
Haryani FM,"JL.Ipik Gandamanah 2 Tegalmunjul, Purwakarta-West Java",View Map ,+62 264 822 2898,http://www.haryanifm.com
Hanang Gema Instrument PT,"Jl Pejuangan Raya Kav 35 Kebon Jeruk Plaza Bl D/5,Kebon Jeruk,Kebon Jeruk, ",Jakarta,021 5306276,http://www.hanang-instrument.com
Guanri Pyramid Persada PT,"Jl Daan Mogot II Kompl Golden Ville Bl BN/88,Duri Kepa,Kebon Jeruk, ",Jakarta,021 56960458,http://www.guanri.com
Guna Telekom Putramas PT,"Jl Way Besay 38 B,Tanjung Duren,Grogol Petamburan, ",Jakarta,021 5601173,http://www.gunatel.com
Globe Electronics,"Jl Raya Panglima Polim 125-B Blok A, ",Jakarta,021 7244923,http://www.geocities.com
Graha Fatta PT,"Jl Rawajati Tmr Kompl Kalibata Indah Bl K/4,Rawajati,Pancoran, ",Jakarta,021 7973439,http://www.grahafatta.com
Gemasindo Jayaprima PT,"Jl Mangga Dua Raya Pus Elektronik Harco Mangga Dua Bl B-1 Lt 1/53,Mangga Du, ",Jakarta,021 6121826,http://www.gemasindo.com
Exartech Technologi Utama PT,"Jl Jend A Yani Ruko Bekasi Mas Bl A/14,Marga Jaya,Bekasi Selatan, ",Bekasi,021 8842921,http://www.jasoncom.com
Global Selindo Nusantara PT,"Jl Siaga Raya 31 Ged Graha Arsa Lt 1,Pejaten Barat,Pasar Minggu, ",Jakarta,021 7976645,http://www.globalesindo.com
Gilat Satellite Networks,"Jl Jend Sudirman Kav 25 Plaza DM Lt 21 Suite 2105,Karet,Setia Budi, ",Jakarta,021 5267670,http://www.gilat.com
Gajahmada FM,"JL. Puri Hijau Kertijayan 234, Pekalongan-Central Java 51171, ",Pekalongan,+62 285 426 770,http://www.gadogadorestaurant.com
Eservglobal Indonesia PT,"Jl Lingkar Mega Kuningan Kav E-1.2/1-2 Mutiara Plaza Lt 8 Suite 8,Kuningan, ",Jakarta,021 57950220,http://www.eservglobal.com
Mustang Utama PT Radio,"Jl Empu Sendok 12,Selong,Kebayoran Baru, ",Jakarta,021 5257892,http://www.mustangfm.com
Multi Mediantara PT,"Jl Danau Sunter Utr Wisma Megah Bl N-2 Lt 3/2-3,Sunter Agung,Tanjung Priok, ",Jakarta,021 65305736,http://www.ms.com
Multicord Karyasakti PT,"Jl Prof Dr Latumeten 19 Perk Kota Grogol Permai Bl C/33, ",Jakarta,021 5661512,http://www.adfex.co.id
Multi Kontrol Nusantara PT,"Jl HR Rasuna Said Kav B-1 Wisma Bakrie 1 Lt 2,Semanan,Kalideres, ",Jakarta,021 5204324,http://www.mkncorp.com
Mostniaga Semesta PT,"Jl KH Mas Mansyur Kav 126 Menara Batavia Lt 14,Karet Tengsin,Tanah Abang, ",Jakarta,021 57930239,http://www.mostniaga.co.id
Muara Abdinusa PT Radio,"Jl MH Thamrin 11 Ged Sarinah Lt 8,Gondangdia,Menteng, ",Jakarta,021 3146545,http://www.cosmopolitanfm.com
"MODERATO FM 107.2 Mhz, Stereo","JL. Mayjend. Sungkono 137, Jawa Timur 63129, ",Madiun,+62 351 451 732 (office),http://MODERATO FM MADIUN (FB)
Mitratech Informatika Selaras PT,"Jl Bendungan Hilir Raya 142,Bendungan Hilir,Tanah Abang, ",Jakarta,021 5722966,http://www.mitratechcorp.com
Merpati Dharmawangsa PT Radio,"Jl Jend Gatot Subroto Kav 56 Ged Adhi Graha Lt 19/1901,Kuningan Timur,Setia, ",Jakarta,021 5265227,http://www.sk-radio.com
Mithaharum Abadi PT,"Jl Letjen MT Haryono Kav 15 Graha Pratama Lt 19,Tebet Barat,Tebet, ",Jakarta,021 83793702,http://www.ezy.net.id
Meghantara Multimedia Nusantara PT,"Jl KH Moh Mansyur XI Bl B-12/11,Duri Pulo,Gambir, ",Jakarta,021 6328880,http://www.meghantaranet.com
Merapi PT,"Jl Ir Sutami Pergudangan Bl P/7, ",Samarinda,0541 272024,http://www.merapi.co.id
Megafone Toko,"Jl Mangga Dua Raya Jembatan ITC-Mal Mangga Dua II 16-19,Ancol,Pademangan, ",Jakarta,021 6017957,http://www.megafongroup.com
Meghantara Multimedia Mandiri PT,"Jl KH Moh Mansyur Bl B-12/11,Duri Pulo,Gambir, ",Jakarta,021 6328880,http://www.meghantaranet.com
Media Cell,"Jl Moh Toha 65 Ruko Kurdi 100,Karasak,Astanaanyar, ",Bandung,022 5205915,http://www.jabra.com
Matel Infokom Manunggal PT,"Jl Srengseng Raya 118 E,Srengseng,Kembangan, ",Jakarta,021 5856565,http://www.matel.co.id
Media Suara Trisakti PT Radio,"Jl Kyai Tapa 1,Tomang,Grogol Petamburan, ",Jakarta,021 5655920,http://www.akademianet.com
Radio Permata Swaranusa. PT (IRado),"JL. Wates Km 4, Banyuraden,Gamping, Yogyakata Ruko Pelem Gurih 9-10, 55293, ",Yogyakarta,+62 274 617 362,http://www.iradiofm.com
Radio Gema Sumekar (RGS FM),"JL. Dr. Cipto No. 3, Sumenep-East Java, SUMENEP",,+62 328 672 363,http://www.rgsfm.com
Radio Swara Al-Mabrur Bersinar. PT (Salma FM),"JL. Klaten - Solo Km.4, Klaten - central Java 57436, KLATEN",,+62 272 330 670,http://www.salmaradio.com/
Radio Cyntia Rama. PT (Radio CBS FM) ,"JL. Melati no. 46 Sukajadi, Riau, ",Pekanbaru,+62 761 35 715,http://www.cbsfmpekanbaru.com
Radio Cakra Bhuwana. PT (RCB FM),"JL. Aluminium 12, East Java, ",Malang,+62 341 491 892,http://rcbfm.net/
Radio Efkindo. PT (Radio Trijaya FM),"JL. Kaliurang KM.6 Pandegarini 2 No.1, Yogyakarta, ",Yogyakarta,+62 274 884 663,http://trijayafmyogyakarta.com/
Radio Lirik Fajar Swara. PT (Fajar FM),"JL. Kepiting 100 X, Banyuwangi - East Java, BANYUWANGI",,+62 333 417 578,http://fajarbwi.synthasite.com/
Radio Suska FM,"JL. HR. Soebrantas No. 155 KM 15Pekan Baru - Riau, ",Pekanbaru,+62 761 760 5000,http://www.suskafm.com
Puspa Alvinda Abadi PT,"Kompl Taman Kb Jeruk Bl AA-1/20,Srengseng,Kembangan, ",Jakarta,021 5873313,http://www.sckp.net
Puspa Dwi Swara Cipta PT Radio,"Jl Dakota Raya 1,Kebon Kosong,Kemayoran, ",Jakarta,021 4254006,http://www.radio-jakarta.com
PT Tompo Gunung Perkasa (TGP Group),"Jl.Mangga No.01 Ungaran, ",Semarang,(024)76911096,http://www.tgpgroup.com
Prabuana Suryamandiri PT,"Jl Cideng Brt 18,Cideng,Gambir, ",Jakarta,021 6337905,http://www.prabuana.indonet.com
Primaswara Adi Spirit Semesta PT,"Jl Gajah Mada 19-26 Gajah Mada Tower Lt 26,Petojo Utara,Gambir, ",Jakarta,021 6339160,http://www.pasfm.com
Pilar Mandiri Nusantara PT,"Jl Rungkut Industri Raya 15,Kali Rungkut,Gununganyar, ",Surabaya,031 8419090,http://www.pilarmandiri.com
Patrakom PT,"Jl Raya Alternatif Cibubur Ruko Kranggan Permai RT 016/25,Jati Sampurna,Jat, ",Jakarta,021 84596656,http://www.patrakom.co.id
Pesona Gita Anindita PT,"Jl Perdana I 10,Petukangan Selatan,Pesanggrahan, ",Jakarta,021 7362600,http://www.pesonafm.co.id
Radio Panca Dharma Swara. PT (Radio Trijaya FM),"JL. Raya Ponorogo - Madiun km 6 Kertosari Geger, East Java, ",Madiun,+62 351 452 521,http://www.trijayaradio.com/network/
Radio Suara Millenium. PT (Radio Kosmonita),"JL. Retawu 8, East Java, ",Malang,+62 341 558 044,http://www.radio.komunitas.com
Radio Dipo Persada. PT (Radio Persada FM),"JL. Diponegoro No 42, Pekan Baru - Riau, ",Pekanbaru,+62 761 855 654,http://www.persadaradio.com
Radio Triatma FM,"JL. Kubu Gunung ( Tegal Jaya ) Dalung Kuta - Bali 80361, ",Denpasar,+62 361 412 971,http://www.Triatmaradio.co.cc
Radio Citra Dharma Balisatya. PT (CDBS),"JL. Danau Buyan 74, Sanur - Bali Ground Floor, 6Point Building, ",Denpasar,+62 361 283 602,http://www.cdbsfm.com
Radio Suara Quran,"Komplek Ma'had Al Ukhuwah, Sukoharjo - Central Java 57513, SUKOHARJO",,+62 271 8046 051,http://www.suaraquran.com
Radio Swara Rakyat,"JL. Pattimura No 163, North Sumatra, ",Medan,+62 61 456 5722,http://swararakyat884fm.googlepages.com
Radio Metro Fenale FM,"JL.Perak Timur No.20, East Java 60164, ",Surabaya,+62 31 355 3555,http://radiometrofemalefm.com
Radio Hafini Jaya Mandiri (Hard Rock FM),"JL.Jenderal Ahmad Yani 88, East Java Gedung Graha Pena Lantai 12 Suite 1201, 60234, ",Surabaya,+62 31 820 2172,http://www.hardrockfm.com/stations/surabaya
Radio Swara Kenanga Citra Budaya. PT Radio Swara Kenanga. PT (Radio Swara Kenanga),"JL. Panti Wreda 5, Giwangan Umbulharjo - Yogyakarta 55163, ",Yogyakarta,+62 274 371 865,http://website : www.kenangajogja.com
Radio Pinguin. PT,"JL. Gatot Subroto - Barat 353, Bali 80116, ",Denpasar,+62 361 429 853,http://www.radiopinguinfm.com
Radio Gelora Ramona. PT (Radio Ramona FM),"JL. Temon No 259, Pelembang - South Sumatera, ",Palembang,+62 711 352 262,http://www.ramonafm.com
Radio Ezha,"JL. Jendral Panjaitan 90-92, Lumajang - East Java, LUMAJANG",View Map ,+62 334 881 527,http://www.ezharadio.com
Radio Alfa FM,"JL. Jendral Sudirman 711, West Java 40212, ",Bandung,+62 22 600 1339,http://alfafmbandung.co.cc
Selular Graha Prima PT,"Jl Daan Mogot Km 1/111,Jelambar,Grogol Petamburan, ",Jakarta,021 5663888,http://www.selulershop.com
Seltech Komunika Indotama PT,"Jl KH Moch Mansyur 11 Ruko Jembatan Lima Permai Bl B/8-12,Duri Pulo,Gambir, ",Jakarta,021 6332232,http://www.meghantara.co.id
Sarana Bagus Communication PT,"Kompl Taman Kota Bl E-1/12,Kembangan Barat,Kembangan, ",Jakarta,021 5810932,http://www.saranabagus.com
Sankeindo PT,"Jl Anwar Sirat RT 001/02,Legok, ",Tangerang,021 5979036,http://www.sankeindo.co.id
Selindo Alpha PT,"Jl Melawai 11 62,Melawai,Kebayoran Baru, ",Jakarta,021 72790001,http://www.selindo.com
Sarana Jaringan Mas PT,"Kompl Taman Kebon Jeruk Bl AA-2/29,Meruya Udik,Kembangan, ",Jakarta,021 5862010,http://www.ptsjm.co.id
Samudra Teknikatama Instruments PT,"Jl Hayam Wuruk Pert Glodok Jaya 18,Mangga Besar,Taman Sari, ",Jakarta,021 6000228,http://www.samtek-inst.com
Samsung Mobile Plaza - ITC Roxy Mas,"JL KH. Hasyim Ashari No. 125, Central Jakarta ITC Roxy Mas Ground Floor No. 88, 1015, ",Jakarta,+62 21 630 47 81,http://www.erafone.com
Samsung Partner Plaza - Plaza Semanggi,"JL Semanggi Kav. 50 - Central Jakarta Plaza Semanggi 2nd Floor Blok 2 B No.20, 10270, ",Jakarta,+62 21 255 350 89,http://www.erafone.com
"RRI Bengkulu Pro-1, Pro-2, Pro-3","JL. Letjen S.Parman 31, 38227, ",Bengkulu,+62 736 21 304,http://www.rribengkulu.com
"RRI Bengkulu Pro-1, Pro-2, Pro-3","JL. Letjen S.Parman 31, Bengkulu, 38227, ",Bengkulu,+62 736 21 304,http://www.rribengkulu.com
Samsung Partner Plaza - ITC Cempaka Mas,"JL Letjen Suprapto - Central Jakarta ITC Cempaka Mas 4th Floor Blok C208, 10640, ",Jakarta,+62 21 428 732 91,http://www.erafone.com
Ramako Djaya Raya PT Radio,"Jl Gajah Mada I Menara BTN Lt 19,Petojo Utara,Gambir, ",Jakarta,021 6332703,http://www.lifefmjakarta.com
Radio Efkindo. PT (Radio Trijaya FM),"JL. Kaliurang KM.6 Pandegarini 2 No.1, ",Yogyakarta,+62 274 884 663,http://trijayafmyogyakarta.com/
RRI Surabaya Pro-2,"JL. Pemuda 82-90, Eas Java, 60271, ",Surabaya,+62 31 547 4503,http://pro2fmsurabaya.multiply.com/
Radio Kiwari FM,"JL.Cibeureum Goalpara, Sukabumi-West Java, ",Sukabumi,+62 266 246 563,http://www.kiwarifm.com
Radio Gema Sumekar (RGS FM),"JL. Dr. Cipto No. 3, Sumenep-East Java",,+62 328 672 363,http://www.rgsfm.com
Suryajaya Tekhnotama PT,"Jl Pelita Brt I Kawasan Industri Medan Star 9-10,Tanjung Morawa, ",Medan,061 7946274,http://www.suryajaya.co.id
Transavia Utama PT,"Jl Denpasar Raya Kav 8 Ged Graha Paramita Lt 2,Karet Kuningan,Setia Budi, ",Jakarta,021 2526090,http://www.transavia.co.id
Tommy Adji Prasetyo PT,"Jl Ciputat Raya 5,Pondok Pinang,Kebayoran Lama, ",Jakarta,021 7512936,http://www.tommyadji.com
Tiga Ikan PT,"Jl Jend Sudirman Kav 25 Plaza DM Lt 3,Karet,Setia Budi, ",Jakarta,021 25575088,http://www.jjsea.com
Timur Agungmulia Kencana PT,"Jl Suryopranoto 67,Petojo Utara,Gambir, ",Jakarta,021 3456888,http://www.tak.co.id
Telenet Citra Nusantara PT,"Jl Daan Mogot Km 1/111,Jelambar,Grogol Petamburan, ",Jakarta,021 5663888,http://www.telenetselular.co.id
Telekomunikasi Indonesia PT Tbk Divisi Flexi Area Sumatera,"Jl Wolter Monginsidi 6, ",Medan,061 4560798,http://www.telkomflexi.com
Telekomunikasi Indonesia PT Div Telkom Flexi Area Kalimantan,"Jl Letjen MT Haryono 168,Damai,Balikpapan Selatan, ",Balikpapan,0542 8879830,http://www.telkomflexi.com
Telemedia Mitra Erajaya PT,"Jl Boulevard Artha Gading Rukan Artha Gading Niaga Bl B/30,Kelapa Gading Ba, ",Jakarta,021 45850361,http://www.tme.com.sg
Telekomunikasi Indonesia PT Tbk Div Fixed Wireless Network,"Jl AP Pettarani 2,Rappocini,Tamalate, ",Makassar,0411 887567,http://www.telkomflexi.com
Telekomunikasi Selular PT,"Jl Jend Gatot Subroto Kav 42 Wisma Mulia Lt 6,Kuningan Barat,Mampang Prapat, ",Jakarta,021 5240811,http://www.telkomsel.co.id
Tangara Mitrakom PT,"Jl RP Soeroso 37,Cikini,Menteng, ",Jakarta,021 3158373,http://www.mitrakom.co.id
Tangko Prima PT,"Jl Angkasa Dlm I 50-D,Gunung Sahari Selatan,Kemayoran, ",Jakarta,021 4216289,http://www.tangko.com
Taman Mini PT Radio,"Jl Mimosa I Kompl Buncit Indah Bl A/7,Pejaten Barat,Pasar Minggu, ",Jakarta,021 79190412,http://www.dradio1034fm.or.id
Swahara Digjaya PT,"Jl Letjen MT Haryono Kav 15 Graha Pratama Lt 19,Tebet Barat,Tebet, ",Jakarta,021 83791977,http://www.ezi.co.id
Suaradata Solusiprima CV,"Jl HR Rasuna Said Kav B-9 Menara Duta Bldg Lower Lobby,Setiabudi,Setia Budi, ",Jakarta,021 5200077,http://www.suaradata.com
Suara Irama Indah PT Radio,"Jl HR Rasuna Said Kav 1 Menara Imperium Lt 7/Suite P7,Guntur,Setia Budi, ",Jakarta,021 83707111,http://www.101jakfm.com
Suara Kejayaan PT,"Jl MH Thamrin 11 Ged Sarinah Lt 8,Gondangdia,Menteng, ",Jakarta,021 3144760,http://www.traxfm.com
Datacell Infomedia PT,"JL. P Diponegoro 187, Darmo, Wonokromo, 60241, ",Surabaya,+62 31- 5676 565,http://www.datacellonline.com
Duta Pertiwi Santosa PT,"JL. Salemba Tengah 4-C RT 001/05, 10310, ",Jakarta,+62 21 3900 000,http://www.starpage.co.id
Duta Instrument Alfa Sakti PT,"JL. P Jayakarta Dlm 42 A-C10730, ",Jakarta,021-6396476,http://www.duta.instrument.co.id
Caraka Yasa. PT - Pondok Indah Plaza,"JL Metro Pondok Indah, South Jakarta Pondok Indah Plaza I Blok UA No. 58, 12310, ",Jakarta,+62 21 759 03 992,http://www.carakagroup.com
Communication Cable Systems Indonesia PT,"JL. Letjen Haryono MT Kav 16 Wisma Millenia Lt 412810, ",Jakarta,021-8310212,http://www.cornigfibre.com
